0, 0, 0, -2.13179, -7.50501, -2.89329, 0, 0, 0, -0.00213179, -0.00750501, -0.00289329, 2.2425, 2.24787, 2.24711, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.51482, -2.89329, 0, 0, 0, -0.00426358, -0.0150198, -0.00578658, 2.23498, 2.24574, 2.24421, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.52463, -2.89329, 0, 0, 0, -0.00639537, -0.0225445, -0.00867986, 2.22746, 2.2436, 2.24132, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.53444, -2.89329, 0, 0, 0, -0.00852716, -0.0300789, -0.0115732, 2.21992, 2.24147, 2.23843, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.54425, -2.89329, 0, 0, 0, -0.010659, -0.0376231, -0.0144664, 2.21238, 2.23934, 2.23553, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.55406, -2.89329, 0, 0, 0, -0.0127907, -0.0451772, -0.0173597, 2.20482, 2.23721, 2.23264, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.56387, -2.89329, 0, 0, 0, -0.0149225, -0.0527411, -0.020253, 2.19726, 2.23508, 2.22975, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.57368, -2.89329, 0, 0, 0, -0.0170543, -0.0603147, -0.0231463, 2.18969, 2.23295, 2.22685, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.58349, -2.89329, 0, 0, 0, -0.0191861, -0.0678982, -0.0260396, 2.1821, 2.23081, 2.22396, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.5933, -2.89329, 0, 0, 0, -0.0213179, -0.0754915, -0.0289329, 2.17451, 2.22868, 2.22107, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.60311, -2.89329, 0, 0, 0, -0.0234497, -0.0830946, -0.0318262, 2.16691, 2.22655, 2.21817, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.61292, -2.89329, 0, 0, 0, -0.0255815, -0.0907075, -0.0347195, 2.15929, 2.22442, 2.21528, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.62273, -2.89329, 0, 0, 0, -0.0277133, -0.0983303, -0.0376127, 2.15167, 2.22229, 2.21239, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.63254, -2.89329, 0, 0, 0, -0.0298451, -0.105963, -0.040506, 2.14404, 2.22016, 2.20949, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.64235, -2.89329, 0, 0, 0, -0.0319769, -0.113605, -0.0433993, 2.13639, 2.21802, 2.2066, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.65216, -2.89329, 0, 0, 0, -0.0341086, -0.121257, -0.0462926, 2.12874, 2.21589, 2.20371, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.66197, -2.89329, 0, 0, 0, -0.0362404, -0.128919, -0.0491859, 2.12108, 2.21376, 2.20081, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.67178, -2.89329, 0, 0, 0, -0.0383722, -0.136591, -0.0520792, 2.11341, 2.21163, 2.19792, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.68159, -2.89329, 0, 0, 0, -0.040504, -0.144273, -0.0549725, 2.10573, 2.2095, 2.19503, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.6914, -2.89329, 0, 0, 0, -0.0426358, -0.151964, -0.0578658, 2.09804, 2.20736, 2.19213, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.70121, -2.89329, 0, 0, 0, -0.0447676, -0.159665, -0.060759, 2.09033, 2.20523, 2.18924, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.71102, -2.89329, 0, 0, 0, -0.0468994, -0.167376, -0.0636523, 2.08262, 2.2031, 2.18635, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.72083, -2.89329, 0, 0, 0, -0.0490312, -0.175097, -0.0665456, 2.0749, 2.20097, 2.18345, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.73064, -2.89329, 0, 0, 0, -0.051163, -0.182828, -0.0694389, 2.06717, 2.19884, 2.18056, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.74045, -2.89329, 0, 0, 0, -0.0532948, -0.190568, -0.0723322, 2.05943, 2.19671, 2.17767, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.75026, -2.89329, 0, 0, 0, -0.0554265, -0.198318, -0.0752255, 2.05168, 2.19457, 2.17477, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.76007, -2.89329, 0, 0, 0, -0.0575583, -0.206078, -0.0781188, 2.04392, 2.19244, 2.17188, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.76988, -2.89329, 0, 0, 0, -0.0596901, -0.213848, -0.0810121, 2.03615, 2.19031, 2.16899, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.77969, -2.89329, 0, 0, 0, -0.0618219, -0.221628, -0.0839053, 2.02837, 2.18818, 2.16609, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.7895, -2.89329, 0, 0, 0, -0.0639537, -0.229418, -0.0867986, 2.02058, 2.18605, 2.1632, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.79931, -2.89329, 0, 0, 0, -0.0660855, -0.237217, -0.0896919, 2.01278, 2.18391, 2.16031, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.80912, -2.89329, 0, 0, 0, -0.0682173, -0.245026, -0.0925852, 2.00497, 2.18178, 2.15741, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.81893, -2.89329, 0, 0, 0, -0.0703491, -0.252845, -0.0954785, 1.99716, 2.17965, 2.15452, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.82874, -2.89329, 0, 0, 0, -0.0724809, -0.260674, -0.0983718, 1.98933, 2.17752, 2.15163, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.83855, -2.89329, 0, 0, 0, -0.0746127, -0.268512, -0.101265, 1.98149, 2.17539, 2.14874, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
0, 0, 0, -2.13179, -7.84836, -2.89329, 0, 0, 0, -0.0767445, -0.276361, -0.104158, 1.97364, 2.17326, 2.14584, 0.5, -9.81, 1, 0.075, 0.8, 0.1, 0, 0, 0, 0, -9.81, 0
